title,info,price,address,description,images,room_type,quantity
DANANG MILESTONE HOMESTAY-BIG ROOM-CITY CENTER #2 ,2 guests · 1 bedroom · 1 bed · 1 private bath,10 ,"Private room in Hai Chau Da Nang, ĐN","My house is located in City center. Very Convenient for TransportationHouse is very close to tourist spots such as Danang Catholic church, Han Market. within 5 minutes by walk.I have 3 Double bed rooms and 1 Twin Beds rooms in the houseOur family like to help and interact with the guests very much :)저희 집은 다낭 시내 중심에 위치하여 교통이 매우 편리합니다.다낭대성당, 한시장 등 관광 명소와 도보 5분거리로 아주 가깝습니다.집은 3개의 더블베드 룸과 1개의 트윈 베드룸으로 이루어져 있습니다.게스트 분들과 활발히 소통하고 많은 도움을 드리고자 합니다 ^^The spaceDanang Catholic church, Han Market and Riverside are only in 200m. 5 minutes walk.Local park, Supermarket and Restaurants are nearby within a minute.Close to Nightlife.My Khe Beach 4km (8 mins)Lady Buddha, Marble Mountain 10km (15~20mins)다낭대성당과 한시장, 강가 주변 산책로가 200m 이내에 있습니다. (도보 5분 거리)한국 분들이 즐겨찾으시는 콩카페도 바로 옆 골목이고공원과 편의점이 바로 앞에 있고 음식점들도 많습니다.다낭의 유명한 Bar도 가까이 있어 밤문화를 즐기시기에도 좋습니다.미케해변 4km 8분 해수관음상(=영응사,린응사), 오행산 10km 15~20분Other things to noteIf this listing's dates are not available, Please Check the availability of other rooms!여행하시고자 하는 날짜에 선택이 불가능한 경우, 다른 방이 있는지 확인해보세요!#1 www.airbnb.com/rooms/13720314#2 www.airbnb.com/rooms/13743081#3 www.airbnb.com/rooms/13269242#4 www.airbnb.com/rooms/16849130---------------------------------------------------We have an Airbnb listing in Hoi An as well. Please Check Out 'Hoi An Lotus Aroma villa'Transportation to Hoi An could be arranged upon request.저희 가족은 호이안에도 풀빌라를 운영하고 있습니다호이안 로터스 아로마 Hoi An Lotus Aroma 라고 검색하시면 됩니다^^필요하시다면 호이안 교통편을 준비해 드릴 수 있습니다.Hoi An Lotus Aroma Villa호이안 로터스 아로마 빌라S1 https://www.airbnb.com/rooms/21477171S2 https://www.airbnb.com/rooms/21477320S3 https://www.airbnb.com/rooms/21374145Rent the whole villa with a swimming pool in Hoi An!호이안 풀빌라 전체를 빌릴 수 있어요!https://www.airbnb.com/rooms/21422899https://www.airbnb.com/rooms/21422459https://www.airbnb.com/rooms/15332430","['https://a0.muscache.com/im/pictures/1f83e726-aac8-4fca-9ca8-c3466ba218d7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b7946868-4dca-441e-81c0-6c8e3eaca9da.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a0b46a80-3cdf-4774-8119-915d206900b9.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d6f6ecb9-65eb-43a2-bc85-9c62da9d4de7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c9756bdb-557a-4caf-846f-4cc0c5649674.jpg?im_w=720']","['Small', 'Medium']",3
Balcony Jacuzi Studio Room 50m to Beach ,2 guests · 1 bedroom · 1 bed · 1 bath,24 ,"Entire apartment in Sơn Trà, ĐN","WHY US?✯ Perfect Location: 3mins walk to the beach✯ POOL jacuzzi with ocean view✯ Balcony studio room ✯ Corner apartment w/ plenty of natural light✯ Exceptional guest services***FREE***✯ Instant noodles✯ Tea, coffee✯ Water at the lobby✯ Parking✯ Pool Jacuzzi with ocean viewTHE LOCATION:✯ 50m to the beach✯ 2km to Han River, Han Market,  Pink Church, Con Market✯ 2.8km to the Dragon Bridge, Cham Museum✯ Marble Mountain: 20 mins drive✯ Hoi An: 35 mins driveThe spaceHuy House is a hidden gem in Danang where you can get away from the city dust; enjoy some fresh air and a cup of tea in our contemporary art inspired design studio room with a relaxing Jacuzzi with mountain and ocean view. There are plenty of best-rated seafood restaurants nearby.Huy House is a newly built 8 story CORNER apartment building designed by District Idea (one of the top leading architecture firm in Da Nang) located in Son Tra, Da Nang The room is filled with plenty of NATURAL LIGHT. The contemporary art inspired design is all about texture, weaving it into rooms through pillows, blankets, linens, wall hangings, and rugs. Huy - the owner himself - values the comfort and satisfaction of his guests before the profit. Therefore, he pays very close attention to the smallest details.NOTES: All of our furniture is made of 100% natural Oak Woods!✯ 1st Floor:- Common guests place- The Code Coffee (one of the best coffee shop in town)- 24/7 Security Guard- Elevator- Free Parking✯ ✯ 1-6th Floor are studio apartment rooms equipped with:- Balcony room with king sized bed with high quality mattress, and cotton pillows, bed sheets- 45 inch smart TV (Youtube, Netflix, etc)- Balcony with outside chairs and table- Fully equipped Kitchen with Mountain view (microwave, pots, pans, cutlery & cooking utensils, etc)- Full glass windows with plenty of natural light- Working table- Bathroom (shampoo, shower gel, handwash, hair dryer, towels, hot water, toothbrush, toothpaste, comb)- Highspeed Wifi- Big closet with hangers✯8th Floor:- Jacuzzi with Ocean and Mountain view- Dining area for breakfast- Washer and Dryer machine- Common chilling area with outside table and chairsBreakfast (optional) can be ordered one day ahead with meal of your choice:- Vietnamese Pho Noodles soup (Pho)- Vietnamese Banh My (beef, pork, pate)- Vietnamese Spicy Noodles soup (Bun Bo Hue)Guest access✯ Private access to the studio room with digital card✯ Guest will have access to the entire room and JacuzziOther things to note✯ Airport pickup service by our friendly drivers upon request✯ Tour information from Da Nang to Ba Na Hills, My Son, and Hoi An✯ Motorbike rental","['https://a0.muscache.com/im/pictures/65aa723c-f7c1-4cde-8414-5ebc7a6a9fca.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a8e5d328-fd4d-4a36-9ed3-3a8ebb0a4f78.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/ad568007-4a1d-4c19-9730-10317308be4f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c304fa6a-d3c0-464c-b60a-f5285769ec46.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1a120c29-c7e8-4b86-b025-40eb7b7aee20.jpg?im_w=720']","['Small', 'Medium']",2
Astro House /SANTORINI VIBE STUDIO/ @BEACH CENTER ,3 guests · Studio · 2 beds · 1 bath,19 ,"Entire apartment in Sơn Trà, ĐN","There is a place filled with sunshine & sea breeze near My Khe beach called Astro House, where you can catch the vibe of Santorini in Danang. Nested on 3th floor, city views appear through the big windows.The space- Nice city view with big windows- Well design 25sqm studio with full equipment and new modern furniture- Located in the heart of vibrant tourist town- Just 10 mins to Danang International Airport- Only 800m to the beach, 600m to Han river & Dragon bridge- Close to public transport, 24h convenient store, shopping mall, weekend market.- Strong WIFI","['https://a0.muscache.com/im/pictures/39139c83-a07f-4416-852a-41f8fa4c57ca.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c916b6ae-286b-4ef2-9018-5780323b7b19.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/be976649-5274-4747-93f3-6adaea9ece85.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/9508e603-5b07-43ba-99cd-43154c005972.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/05904c69-4053-4c6c-9e80-168535908e1b.jpg?im_w=720']","['Small', 'Medium', 'Large']",5
QUIET AREA/ Cozy & Spacious Studio near the Beach ,2 guests · Studio · 1 bed · 1 bath,8 ,"Hotel room in Ngũ Hành Sơn, ĐN","A brand new apartment near the beach and city center. The building has 6 apartments and each room has a kitchen with full cookware and a washing machine. Hope you will enjoy and see you at La Maison De Ruby!P/s: we open to long-term stay. If you stay long-term (from 28days), the electricity and cleaning fee will be not included in your room rate. Please contact me for more detail, Cleaning fee will be 200k per month. (once a week)The spaceThe 3 floors building has 6 apartments, you may step few stairs to get to your room and each room has a kitchen with full cookwares and a washing machine.","['https://a0.muscache.com/im/pictures/3593f309-fb8d-43fb-afbb-42de0efaded3.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/88b56817-1dc3-4dcc-afb8-4cdc94ff1ef0.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/71abcfa9-74ac-4e38-85c1-aa7470a1fc73.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8d396236-eec0-40e5-a2a7-1fd125057ca1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e9fd3835-2b13-44c9-bbb1-05acb569b686.jpg?im_w=720']","['Small', 'Medium']",2
"Casa Hill Mui-Ne, Sea-view apartment ",2 guests · 1 bedroom · 1 bed · 1 bath,14 ,"Entire apartment in Thành phố Phan Thiết, PT","excellent budget accommodation, in Mui-Ne, 5 minutes from the beach or Ham Tien market, high up on the dune with awesome sea views and sunsetsapartments with 1 bedroom and 1 living room/kitchenawesome large infinity edge swimming poolall amenitiesfriendly staff and English well spoken","['https://a0.muscache.com/im/pictures/7bd805c3-56f8-41a1-8d22-ee93bd6fb86b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f452a983-b074-4180-bac5-9df000d3cef6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d428f708-6f8d-47d9-9256-fc65198fe03f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/74008cf0-6f58-4fad-bdc7-5b054d0bd812.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d58511e1-ca54-429a-a906-f0064eb484d6.jpg?im_w=720']","['Small', 'Medium']",5
Cesar Home ( Studio Room ) ,2 guests · 1 bedroom · 1 bed · 1 private bath,35 ,"Hotel room in Tp. Phan Thiết, PT","🌿 Mới vừa đi vào hoạt động vào ngày 1/2/2020, Cesar Homestay hứa hẹn sẽ là địa chỉ lưu trú “làm mưa, làm gió” trong thời gian tới đấy. Cesar được thiết kế như studio thu nhỏ tràn ngập ánh nắng, tha hồ cho bạn chụp ảnh sống ảo nhé.🌿 Lưu trú ở đây sáng bạn sẽ được thức giấc trong một căn phòng nhỏ xinh, ngập tràn nắng và được nghe tiếng sóng biển rì rào bên tai. Bạn nào trót yêu Phan Thiết thì nhớ đừng bỏ qua homestay view biển tuyệt đẹp này nhé.","['https://a0.muscache.com/im/pictures/e7f10b65-6662-45f6-9817-e88c4a67920e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/cdc35ddb-47f3-4568-9488-6cb6b5a914b7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/be00c99c-af99-4af6-b9b7-ff31c1d515a7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/7016c1fd-e6a7-4eaa-a4bf-34a78e26e820.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2c484969-0438-4099-9479-2e9bb40eca27.jpg?im_w=720']","['Small', 'Medium']",5
Ocean Vista Mui Ne with Great Ocean View ,3 guests · 1 bedroom · 1 bed,21 ,"Entire apartment in Thành phố Phan Thiết, PT",Nice View and the decor is like the pictures ☮,"['https://a0.muscache.com/im/pictures/0b834c71-3492-42f3-bc5e-5fbb43758fc1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c0410fde-3f20-466a-b7f4-1d3bf6aff411.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a19ba79d-3f05-4eb4-92ba-c6a02b7ccd20.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/64cd20f9-f13f-4214-bea9-d31f2173938d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/af441bed-8b3a-4aa9-9ebc-8a6cf8621f79.jpg?im_w=720']","['Small', 'Medium', 'Large']",4
Brand new studio 2 min. walk to the beach ,4 guests · Studio · 1 bed · 1 bath,17 ,"Entire condominium in Thành phố Phan Thiết, PT",It's a brand new studio 2 minutes walk from the beach located in Ocean Vista apartment complex. Preferably for monthly rental with the possibility to furnish it adopted to your needs.The spaceGuests of Ocean Vista should know that swiming pools and entrance to the Ocean Vista private beach will cost extra.  But the public beach is just nex to it and is as good.,"['https://a0.muscache.com/im/pictures/53f0b0a6-e7b8-4b0b-80c6-f850af28b70d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5a37099f-2fe7-48a4-b5c0-354598a0fb53.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c3770e70-b192-4f80-9e44-8326882ad588.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/635f6ea9-52fd-4d8f-8964-a3d2790a3a37.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f4454689-3672-4f2c-bc78-0a3d0039578a.jpg?im_w=720']","['Small', 'Medium', 'Large']",1
Hill Lodge Mui Ne - The tiny house near beach ,4 guests · 1 bedroom · 1 bed · 1 bath,30 ,"Tiny house in Thành phố Phan Thiết, PT","It would be flash idea after my quit job decision. I shared to my friend, a architect, then Hill Lodge is created. It is located on hillside in way the long beach, that why we call “Hill Lodge”.The spaceHill Lodge is designed in minimalist. We set up a few of necessary material in small lodge. It might be enough to live and ẹnjoy after a long time working in a busy city or just a trip.Guest accessOn arrival guest need to call to me, show your identification and I will take the key, 2 items, please note that lock carefully (both of entry and main door) when you go out. And please take me back them before checking out.Other things to note- We do not have air conditioning due to opening space and minimalist as well. - However, there are already such as towers, shower gel, shampoo, conditioner, toothpaste… please guest take brush yourself.- Hill Lodge has a bicycle, you can bike around or along beach.-  Non-smoking in inside and the yard as well.- We do not a car parking inside house, you can park in front of entry.","['https://a0.muscache.com/im/pictures/9e969efb-0dfa-43b6-baf7-2fe817a6e64d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/07775311-49f1-467d-a1a5-be123f0f7b87.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2a4fc5bd-44d2-4192-94ba-fbd42919767a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0c85de52-b4df-47d2-a0fc-286315f703b5.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a8a29d6a-b90f-4a49-b042-f3e922f3d8b8.jpg?im_w=720']","['Small', 'Medium', 'Large']",2
The CLIFF Beach Apartment with terrace & hot tub ! ,4 guests · 2 bedrooms · 2 beds · 1 bath,115 ,"Entire serviced apartment in Bình Thuận, PT","One of the best places to go for your vacation. !The apartment is composed of 2 bedrooms, a dining area, a fully equipped kitchen,  bathroom & hot tub on a beautiful terrace.A buffet breakfast is available daily for additional cost.Small, but fully functional kitchen is also available. Reception staff speaks German, English, and Spanish.Our guests have access to an outdoor swimming pool, a playground and a private beach area at the accommodation & many others aquatic activities.The spaceThe apartment is located at THE CLIFF RESORT AND SPA property. Beautiful tropical resort location , clean beach, amazing food and lots of other entertainment. I’m the owner of this unit and while you are being my guest you have full access to all benefits and goods of the resort. Majority of them are free to use, but some may require additional charge.Guest accessYou are allowed to use everything you can find at THE CLIFF property while you are our guest. -pool -spa-beach -gym-restaurants -sauna -space for kidsetc.Other things to noteLaundry, meal plans and cleaning service available for additional charge.Daily cleaning is available for additional $20 charge.Breakfast are available for $13 charge per adult bet day.","['https://a0.muscache.com/im/pictures/3bd5e2cd-9de5-4e95-8a11-cbc79cf9c43b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/67b47ff1-01f5-430a-8477-d94f79a80fa8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/856d58ad-d4cb-4185-b7a1-5e7987f05e81.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8a0d3348-4e55-451d-bd2a-719e0fe21057.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/ea35c08c-8d56-44f3-a03e-8053fe103b03.jpg?im_w=720']","['Small', 'Medium', 'Large']",3
Ocean vista apt with Ocean View Mui Ne ,3 guests · 1 bedroom · 1 bed · 1 bath,21 ,"Entire apartment in Thành phố Phan Thiết, PT",Our apt name is Ocean Vista Mui Ne,"['https://a0.muscache.com/im/pictures/9cd14cea-8417-4b50-a60f-2777e719dd55.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/48674748-7f03-4a98-9731-303fb419c078.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d1265e1b-e914-4926-83c9-05340695e1cd.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c8e8dbd4-a5da-4208-887e-a69aedd1288b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5750ffb9-98f2-4215-b96d-0f51922a22f2.jpg?im_w=720']","['Small', 'Medium', 'Large']",2
☆Chang's Little Corner⚓SEAVIEW Ocean Vista MUI NE☆ ,4 guests · 1 bedroom · 2 beds · 1 bath,28 ,"Entire apartment in Thành phố Phan Thiết, PT","Our apartment is opposite Sealink's private beach. Belonging to the luxurious complex Ocean Vista- Phan Thiet- the most beautiful beach and sand dune in the Southern Central Coast of Viet Nam. The area is quiet, peaceful and beautiful sea view, and it is very safety with security safeguards and automatic cameras 24/7. This is a ideal place for you to enjoy a tranquil time, separated from the daily hustle life.The space-----------------------------------------------------GORGEOUS SEAVIEW / SCANDINAVIAN DESIGN FREE PARKING/ WiFi / TV CAST/ BEACH TOWELS INCLUDED ALSO INCLUDED: KITCHEN FULL AMENTITIES & COZY DINING TABLE----------------------------------------------------Like you, when traveling I make sure that what I'm booking is close to my expectations. So here it is, an honest review (albeit a little bit biased since this is my home!^^) about how and why this place is awesome (and whether or not this is for you):** HERE FOR EXPLORING LOCAL ATMOSPHERE/ CULTURE/LIFE? **This apartment is perfect for travelers who want to explore a different side to city life, to breath the local atmosphere and enjoy the daily life of hospitable fishing people.Well, there is very, very few apartments like this. Nothing compares with waking up to the lovely Vietnamese over the ocean sunrise. The picture you see from the apartment is exactly the picture travel agencies use to show the beauty of Mui ne: blue sea, white sand, golden sunshine, colorful baskets and winding ONG DIA rock street?** HERE FOR TRANQUIL LIFE, PRIVATE & SAFETY? **Especially if you are a visistor to Viet nam or have a small family, or a young person who is in need of recharge your soul and thinking about life (!), I believe, my apartment is an ideal in Mui ne. You are completely safe and quiet when you are here.""Chang’s little corner"" apartment is located in block C - the newest and sea closest building of Ocean Vista - Sealinks city. There is 24/7 security, cameras for the whole area, and for each block. They are very dedicated and attentive, they are always smiling and hospitable and also lead the way and ensure your safety when you go from the apartment across the road to the beach. During the day, if you are affected by noise from a neighbor, you can alert the guard. In the evening, sitting on the balcony, you can hear the small singing from the collective activity on the beach, but it will end soon.People really love the outdoor space because Ocean vista is very clean with pretty small roads, trees and flowers. It really became an extension of the apartment. Enjoy!** BEAUTIFUL DESIGN? **My 40m2 apartment is proud to be a spacious romantic open space. Opening the door, the first feeling is elegant, next is very cozy like your home. Everything is right at their fingertips.The apartment is well-furnished with a kitchen, a dining table, 1 bedroom, 1 sofa-bed and 1 toilet. A perfect choice for a couple, small family or a small group of friends.The balcony commands a breathtaking view of the sea that makes a sipping coffee become an amazing experience. Plus, make sure to catch the lazy sunset down the beach and sunrise over the mountain. You get the best of both worlds every day!We offer: a large bed 1m8 * 2m with 100% cotton mattress and pillows, ensuring smoothness and good for the spine; a 1m2 * 2m leather sofa bed, with lovely pillows and blankets.To ensure a comfortable break, 100% light-blocking curtains are also included** LOVE TO COOK? **You will feel like you are staying at the hotel, but with personality and things hotel room will not provide - fully equipped kitchen( fridge with freezer, cooker, stove, microwave, pot, etc & bowls, cups, chopsticks, forks, etc and even full of basic spices) and that cozy feel of being local living in Mui ne.Dining table capacity : 4 seatsThere are instant noodles and drinks in the fridge for your late night snacks if you guys need it too (with reasonable price)** HERE FOR SEA SPORT?**Mui Ne weather is perfect for sea sports. Strong and stable winds, long and sunny beaches all year round are suitable condition to turn this place into a paradise for surfing, kite surfing, windsurfing. Instead of having to go to expensive Hawaii, Asian tourists who love beach sports always give Mui Ne a special love.In addition, you can experience Asia's most challenging golf course right on the site of Sea links with 18 holes overlooking the sea and the natural beauty of sand dunes with curving, rugged and covered curves by challenging bunkers (chargeable)Guest access** BUS ACCESS & PARKING **It is located on the main road, in the middle of Phan Thiet city and the end of Mui Ne, so you can easily move and explore many tourist attractions.Very very convenient and easy, you just talk the keyword OCEAN VISTA, all the buses from Ho Chi Minh City and Da Lat will let you down right in front of the building so you can walk up to the apartment.Parking free and spacious.** CHANG’ S APARTMENT** is offered for your exclusive use** BEACH **From the apartment, you can walk to the sea by the beautiful bridge for pedestrian at block C, connecting the Ocean vista campus and private sealinks beach only (takes about 3 minutes)Or access the beach from the main gate (takes about 5 minutes walk)Private Sealinks beach is charged for 50,000 per adult (for umbrellas, sun loungers, bars, freshwater baths, etc.)You can also use the FREE BEACH right next to Private Sealinks beach.** OCEAN VISTA RESTAURANT** with beautiful landscape seaview and confetti flowers** TOURs**Sign up for professional and prestigious tours to experience Phan Thiet's beauty spot at the reception of Ocean VistaMui Ne package tour 6 hours: Mui Ne Fishing Village – Red Sand Dune – White Sand Dune – Fairy StreamRed San Dunes tour 3 hoursWhite San Dune 4 hoursKhe Ga package tour 6 hoursTa Cu mountain reclining Buddha tour 4 hoursHot spring Binh Chau 6 hoursOther things to noteWe have available a guide notebook to share tips( EX: contacts, scooter renting, restaurant recommended, etc.)Service fee is charged only once during your stay here. We are fully equipped: brooms, vacuum cleaners, mops, washing machines, etc. but if you need cleaners, please contact us( fee: 100.000/ time)The last thing we are asking you while you stay in our place is having an amazing and memorable experience in our beautiful Mui Ne, Viet Nam. And eat like a local :))","['https://a0.muscache.com/im/pictures/a50d580c-5199-4dbd-ac55-9542f30f6982.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/023769af-a329-4b30-8d4c-92a8e7f1086f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d2ee3d7f-454d-4c8c-894c-c545f37bdc03.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/79d8b612-2393-47bd-8fc1-0a89a0440143.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b7c5076e-2756-4bb7-bbf6-66b0ed476261.jpg?im_w=720']","['Small', 'Medium', 'Large']",5
Nice Budget Room | 05 ,2 guests · 1 bedroom · 1 bed · 1 bath,10 ,"Hostel room in Thành phố Phan Thiết, PT","You are finding a nice room, not too big, not too small with comforts and especially a budget price, it is really a honor for me to welcome you to my place. The big entrance and a small garden will help you enjoy every blow and fresh air when sitting outside the room.Cooking when travelling is easy now with 2 free shared kitchens on the campus.Your space and privacy is extremely respected. You will love peaceful feeling and quiet moments at night here.The space》》》 To know more details about the price and places to go as well as some good advice for your traveling in Mui Ne, please get to 'Getting around' section.● ROOM DETAILSThe room is suitable for maximum of 2 adults and 1 children.- In room, you will find almost comforts with AC, TV, wall fan, sitting area, hangers.- The bathroom included toilet has shower with hot and cool water.- There are two free shared kitchens with kichenettes near the garden for you to cook.- Two free public bathrooms with toilet inside and a charged washing machine is availble on the campus.● SERVICES with reasonable prices- Mui Ne Jeep tour, Bus ticket Booking- For rent motorbike and car♡ MORE STAYINGS, MORE OFFERSGuest access- Free shared kitchens- Washing machine with a small charge- Free bathroom included toilet on campus- Free beach- Free parking area- GardenOther things to noteSome distances from my place you may want to know:Center: 2kmLocal Market: 600m ~ 7 minutes walkFairy Stream: 400mFishing Village: 4kmRed Sand Dune: 5kmWhite Sand Dune: 30 kmGanh Beach: 5km","['https://a0.muscache.com/im/pictures/a1c5a022-4b3c-4dc4-abc6-da4425d66bfb.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/745c1f79-037c-4b3f-a817-ce637922c143.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f9d41f67-fde0-431a-b5fe-4f4a165e8a27.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a217f2cc-3374-4770-9a98-add863d94474.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/152ae4ac-1ce1-446f-a01f-ae0b54d89322.jpg?im_w=720']","['Small', 'Medium']",4
Lang Ca Voi ||The Hidden GEM No.1|| Mui Ne ,2 guests · 1 bedroom · 1 bed · 1 bath,45 ,"Entire bungalow in VN, PT","THIS LISTING IS 1 BUNGALOWDesigned for both business and leisure travel, The Whales Village is ideally situated in Mui Ne, one of the city's most popular locales. From here, you can enjoy easy access to all that the lively city has to offer.# ENJOY YOUR COMPLIMENTARY BREAKFAST ON THE ROOFTOP  # ENJOY THE SEA BREEZE AND THE BEACHFRONT# 5 MINUTES WALK TO LOCAL MARKET & RESTAURANTS# SPACIOUS GARDEN & POOL# ROMANTIC BEDROOM FOR COUPLEThe spaceThe facilities and services provided by The Whales Village ensure a pleasant stay for guests. You can enjoy great features like free wifi all rooms, fast check in / out, luggage storage,  parking.For the comfort and convenience of guests, The Whales Village offers car park, motorbike for rent, massage at home, and also offers wonderful recreational facilities such as a garden, outdoor pool to make your stay truly unforgettable. The Whales Village will be a smart choice for travelers to Mui Ne, offering a relaxed and hassle-free stay every time.","['https://a0.muscache.com/im/pictures/ee285f96-1010-45ae-9fa4-c216aefa195c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2baefbdb-d6e5-4fcb-be7c-3ad4fc8f73b1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/65a95370-4bdb-4101-8a8a-9e8f7a39c822.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8c5a2091-2b96-4495-8f4f-6e961cb7cb0d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0bed627c-d556-4ff0-b6b6-45a16dd6d961.jpg?im_w=720']","['Small', 'Medium']",2
Sky Guest House (double) ,2 guests · 1 bedroom · 1 bed · 1 private bath,20 ,"Private room in Thành phố Phan Thiết, PT",The host canceled this reservation 4 days before arrival. This is an automated posting.,"['https://a0.muscache.com/im/pictures/078d5ca6-0796-4eaf-9c2b-6554ad9c9322.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/13153e37-3bd6-4389-b483-321f2c2c498c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/019fba12-0da2-4045-bdf3-5af4ddbcbf60.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/7db082a5-2910-40de-8d87-232c397d885e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f7509958-f17d-4f45-8609-5938dacb78a8.jpg?im_w=720']","['Small', 'Medium']",5
Tahouse - Ocean Vista Phan Thiet ,2 guests · Studio · 1 bath,30 ,"Entire apartment in Thành phố Phan Thiết, PT","Other things to noteSome fees for services that I do not cover:- entrance fee of beach: 50.000 VND/time- entrance fee of swimming pool: 150.000 VND/timeSo, If Guests want to use above services, don't forget take some cash when come there.","['https://a0.muscache.com/im/pictures/bb7cccac-e80b-4f4f-9cd0-6891755db366.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/bbef1877-5920-4f35-835e-0b9d23a65b92.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3e7fa56e-2a1e-4c83-8e15-c0de12a47725.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/6317cf58-2db5-48c8-a031-5ae1de9fb4de.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/252916b1-71f7-420f-9435-77173cfbacca.jpg?im_w=720']","['Small', 'Medium']",4
